CpGs,Monocytes_EPIC,B-cells_EPIC,CD4T-cells_EPIC,NK-cells_EPIC,CD8T-cells_EPIC,Neutrophils_EPIC
cg23695707,0.0076,0.0468,0.0162,0.0099,0.0189,0.008
cg05142765,0.0803,0.1393,0.1129,0.0811,0.1258,0.0748
cg10353108,0.0388,0.081,0.0412,0.0471,0.041,0.0352
cg12600030,0.0148,0.0132,0.0098,0.0133,0.0137,0.0085
cg00450784,0.0983,0.0934,0.0671,0.0392,0.0945,0.0632
cg17851046,0.1218,0.1385,0.1201,0.0797,0.1345,0.0771
cg01165043,0.0203,0.0253,0.0246,0.024,0.0249,0.0225
cg27579711,0.0416,0.0478,0.0463,0.0472,0.0438,0.042
cg14375937,0.0282,0.0923,0.0551,0.0398,0.0696,0.0234
cg18097224,0.0106,0.0112,0.0061,0.0072,0.0055,0.0084
cg11485451,0.0126,0.0176,0.0151,0.0098,0.0116,0.0109
cg17487170,0.2641,0.2759,0.2394,0.2332,0.2328,0.2588
cg13046271,0.0746,0.0781,0.0649,0.0611,0.0664,0.0672
cg11575912,0.0542,0.0601,0.0677,0.0411,0.0587,0.044
cg09911521,0.0699,0.097,0.0764,0.0664,0.0685,0.0707
cg15256164,0.005,0.0052,0.0042,0.0024,0.003,0.0027
cg14359435,0.0056,0.0072,0.0096,0.0062,0.0067,0.0096
cg25538627,0.0336,0.0316,0.0279,0.0373,0.0327,0.0291
cg24526433,0.0231,0.0272,0.0218,0.0179,0.0298,0.0166
cg19584803,0.063,0.0763,0.0599,0.0577,0.0614,0.0582
cg06768944,0.0152,0.0122,0.0657,0.0504,0.022,0.012
cg08294986,0.0449,0.0405,0.0342,0.0425,0.0389,0.0403
cg12641569,0.0202,0.0339,0.0319,0.0288,0.0262,0.0257
cg02390319,0.0153,0.1093,0.0343,0.0237,0.0679,0.0146
cg13690864,0.0033,0.0045,0.0024,0.002,0.0059,0.0052
cg18577511,0.0347,0.0338,0.0378,0.0344,0.0358,0.0342
cg16053334,0.0288,0.0249,0.0246,0.024,0.0265,0.0253
cg07148716,0.0175,0.0607,0.0175,0.0146,0.1153,0.014
cg20469799,0.0152,0.0144,0.02,0.0172,0.0196,0.017
cg12171183,0.0348,0.0486,0.0491,0.0395,0.0591,0.0382
cg06198398,0.0359,0.0407,0.0416,0.0341,0.0475,0.0327
cg05498007,0.0426,0.0498,0.0536,0.0431,0.0742,0.0458
cg16720619,0.0766,0.0982,0.0954,0.0692,0.0975,0.0692
cg10904972,0.0118,0.0162,0.0166,0.0152,0.0114,0.013
cg27092752,0.062,0.0612,0.0588,0.0518,0.0574,0.0505
cg01899130,0.0434,0.0445,0.0495,0.0468,0.0467,0.0453
cg09940032,0.0714,0.0671,0.1528,0.0904,0.1276,0.0618
cg11384924,0.1796,0.1979,0.1942,0.1857,0.1982,0.1898
cg27181765,0.0159,0.0169,0.0222,0.0171,0.0208,0.0194
cg13586420,0.008,0.0093,0.0064,0.0054,0.0084,0.0108
cg04770813,0.0172,0.016,0.0164,0.0148,0.0129,0.0138
cg01635061,0.081,0.0878,0.0893,0.0742,0.1101,0.0768
cg03413097,0.083,0.1874,0.1384,0.086,0.1723,0.0761
cg02825977,0.0203,0.0799,0.0477,0.0217,0.0799,0.0138
cg26678920,0.0105,0.0484,0.0236,0.0123,0.0543,0.0111
cg15202102,0.0044,0.023,0.0142,0.009,0.0214,0.0062
cg05628549,0.0773,0.1503,0.1115,0.0915,0.1599,0.0928
cg27132391,0.0928,0.1126,0.114,0.095,0.0985,0.0962
cg20938665,0.0479,0.0897,0.071,0.0574,0.0804,0.0482
cg10064871,0.1126,0.1488,0.1326,0.1231,0.1552,0.109
cg19221841,0.0032,0.0076,0.0064,0.0048,0.0047,0.0056
cg10227187,0.0165,0.0283,0.0273,0.0183,0.0426,0.0166
cg13707894,0.0955,0.0544,0.0896,0.0432,0.0879,0.114
cg23439966,0.1271,0.0957,0.1251,0.0823,0.1232,0.1352
cg12473285,0.0034,0.0384,0.01,0.0058,0.0101,0.0055
cg16570157,0.009,0.0088,0.0234,0.0326,0.0714,0.008
cg23620822,0.0054,0.0202,0.0122,0.0102,0.0193,0.0064
cg03553786,0.0387,0.1025,0.0996,0.0485,0.1218,0.0393
cg11487526,0.0069,0.0284,0.0108,0.0126,0.0248,0.0071
cg16630989,0.0098,0.01,0.0144,0.0127,0.0108,0.011
cg00013655,0.0159,0.0825,0.1443,0.1027,0.1843,0.0619
cg27557378,0.0074,0.0632,0.0849,0.0204,0.1275,0.0072
cg01120165,0.0029,0.004,0.0233,0.0114,0.0254,0.0053
cg12464820,0.0934,0.1062,0.1804,0.1053,0.1872,0.0865
cg14703002,0.0892,0.1572,0.1362,0.0961,0.2158,0.1112
cg23829024,0.0621,0.099,0.0927,0.0708,0.157,0.0816
cg07984133,0.0995,0.1858,0.1233,0.1098,0.1568,0.1141
cg21250356,0.0736,0.1907,0.1347,0.0835,0.176,0.0689
cg24052359,0.0915,0.2462,0.1846,0.1101,0.2198,0.1018
cg04138361,0.0083,0.0072,0.0092,0.0078,0.0086,0.0067
cg27181765,0.0159,0.0169,0.0222,0.0171,0.0208,0.0194
cg13586420,0.008,0.0093,0.0064,0.0054,0.0084,0.0108
cg04770813,0.0172,0.016,0.0164,0.0148,0.0129,0.0138
cg07345934,0.0061,0.0203,0.0567,0.0182,0.1633,0.0101
cg18368411,0.0085,0.0153,0.0358,0.01,0.104,0.012
cg15833534,0.0318,0.0361,0.0526,0.0378,0.0945,0.0303
cg14407437,0.0746,0.118,0.2517,0.1327,0.2983,0.1077
cg20101529,0.0834,0.1552,0.108,0.0957,0.142,0.0676
cg22078710,0.0328,0.0551,0.0432,0.0338,0.0581,0.0312
cg16825290,0.0052,0.0044,0.0055,0.0065,0.0074,0.006
cg19595402,0.0096,0.0116,0.0107,0.0105,0.0097,0.0088
cg19323951,0.0222,0.0323,0.0825,0.3618,0.0874,0.0244
cg01172640,0.023,0.0588,0.0251,0.0199,0.0361,0.0145
cg18097224,0.0106,0.0112,0.0061,0.0072,0.0055,0.0084
cg11485451,0.0126,0.0176,0.0151,0.0098,0.0116,0.0109
cg17487170,0.2641,0.2759,0.2394,0.2332,0.2328,0.2588
cg13046271,0.0746,0.0781,0.0649,0.0611,0.0664,0.0672
cg24799921,0.0052,0.0195,0.0162,0.0074,0.0186,0.0053
cg23085343,0.0044,0.0062,0.0074,0.0061,0.0052,0.007
cg13496979,0.0156,0.063,0.0268,0.0163,0.0223,0.0158
cg06046430,0.0123,0.0303,0.0155,0.0121,0.0186,0.0154
cg03477792,0.0469,0.059,0.043,0.0462,0.0529,0.0433
cg26792755,0.0134,0.0227,0.0145,0.0101,0.0135,0.0132
cg06706894,0.0465,0.0601,0.0648,0.0687,0.1172,0.0545
cg18110444,0.0012,0.0051,0.0041,0.0034,0.0027,0.0028
cg19291355,0.0177,0.0546,0.0294,0.016,0.019,0.0165
cg04911280,0.0299,0.0688,0.0464,0.0355,0.0394,0.0326
cg05917988,0.0859,0.1888,0.1123,0.0772,0.0999,0.0754
cg14362630,0.0316,0.0875,0.0366,0.0225,0.0349,0.0304
cg03062002,0.003,0.0095,0.014,0.006,0.0192,0.0048
cg02473600,0.005,0.0079,0.0066,0.0077,0.0099,0.0072
cg01978368,0.0337,0.0348,0.0404,0.039,0.0398,0.0334
cg08482682,0.0115,0.0172,0.0197,0.0125,0.0158,0.0099
cg05848863,0.0029,0.007,0.027,0.0063,0.0551,0.0028
cg05855588,0.0121,0.0355,0.0196,0.0153,0.0145,0.0159
cg18040901,0.0415,0.0576,0.0531,0.0302,0.0488,0.0364
cg07466807,0.013,0.0171,0.0151,0.0168,0.0172,0.021
cg14071579,0.0153,0.0357,0.0249,0.0178,0.0166,0.0196
cg16479539,0.0473,0.1258,0.073,0.0422,0.0997,0.0559
cg02376703,0.0038,0.0038,0.0043,0.003,0.0051,0.0021
cg06161630,0.0576,0.0541,0.0519,0.0554,0.05,0.0499
cg27426220,0.0503,0.0602,0.0535,0.0568,0.0528,0.0485
cg18569335,0.0216,0.133,0.0691,0.0388,0.0595,0.0162
cg04368796,0.0076,0.0922,0.0373,0.011,0.029,0.0087
cg06974755,0.0047,0.0035,0.0053,0.0084,0.0052,0.0029
cg10383447,0.0039,0.0038,0.002,0.0031,0.0042,0.006
cg08645670,0.0376,0.069,0.0549,0.0394,0.0628,0.0375
cg23929284,0.0214,0.022,0.0209,0.0289,0.0324,0.028
cg14162940,0.0944,0.0721,0.1032,0.0926,0.1408,0.0848
cg00401091,0.0215,0.0236,0.0548,0.0221,0.0782,0.0192
cg11086066,0.0633,0.057,0.0748,0.0568,0.0802,0.0593
cg02618300,0.0156,0.0886,0.0448,0.022,0.0623,0.0192
cg09385093,0.0252,0.1128,0.0322,0.0231,0.0337,0.0207
cg09508531,0.0169,0.0318,0.0221,0.0155,0.0241,0.0156
cg10480584,0.0699,0.1288,0.1572,0.0829,0.1467,0.0522
cg24842260,0.0143,0.0416,0.0526,0.0231,0.0912,0.0133
cg15141467,0.0131,0.0191,0.0175,0.0131,0.0154,0.0183
cg00585901,0.0114,0.011,0.0134,0.0103,0.0108,0.0152
cg07644571,0.0448,0.0648,0.0558,0.0518,0.0458,0.0511
cg24554061,0.0115,0.0149,0.0293,0.0142,0.0226,0.0133
cg26590411,0.0098,0.0114,0.018,0.0074,0.008,0.0082
cg09074743,0.0492,0.0456,0.056,0.0482,0.0448,0.0443
cg11009335,0.0048,0.0037,0.0062,0.0036,0.0045,0.0038
cg25492645,0.0592,0.0535,0.0552,0.0493,0.047,0.0498
cg05852040,0.0128,0.0139,0.0885,0.0153,0.0903,0.0146
cg13233461,0.0633,0.1483,0.0954,0.0539,0.1232,0.0719
cg17959327,0.0435,0.1136,0.0628,0.0523,0.0628,0.0502
cg21707187,0.0096,0.1082,0.0248,0.0104,0.0368,0.007
cg14093715,0.0226,0.0901,0.0492,0.0261,0.0586,0.0187
cg03035213,0.0285,0.0411,0.04,0.0397,0.0343,0.0409
cg26809635,0.0202,0.1172,0.0397,0.024,0.0594,0.0195
cg09176256,0.0109,0.0788,0.0207,0.0141,0.0564,0.0081
cg04521510,0.0329,0.0759,0.0372,0.0259,0.0354,0.0361
cg10979436,0.0315,0.0524,0.0352,0.032,0.0387,0.0282
cg05600350,0.0118,0.0644,0.0125,0.007,0.0142,0.0064
cg07215504,0.0124,0.0093,0.0118,0.0084,0.012,0.0106
cg26094299,0.0122,0.0147,0.0136,0.0104,0.014,0.0128
cg15920654,0.0092,0.0963,0.026,0.0089,0.0469,0.0093
cg17518931,0.0335,0.0519,0.0527,0.0391,0.072,0.0297
cg13761440,0.0487,0.0698,0.072,0.0558,0.0965,0.0435
cg09601912,0.0886,0.1216,0.1009,0.0942,0.1095,0.0943
cg19612309,0.0184,0.0225,0.0479,0.0293,0.0983,0.0272
cg04894705,0.0533,0.063,0.0623,0.1951,0.0538,0.0556
cg20161976,0.0272,0.0515,0.0541,0.0348,0.0635,0.0298
cg19291355,0.0177,0.0546,0.0294,0.016,0.019,0.0165
cg04911280,0.0299,0.0688,0.0464,0.0355,0.0394,0.0326
cg05917988,0.0859,0.1888,0.1123,0.0772,0.0999,0.0754
cg05207834,0.0264,0.036,0.0366,0.0706,0.0559,0.0222
cg16833452,0.0617,0.0556,0.0741,0.0611,0.0657,0.0606
cg13352750,0.0312,0.1938,0.0343,0.0366,0.0562,0.0165
cg24446586,0.0428,0.2458,0.0968,0.0543,0.1482,0.0293
cg15916646,0.1692,0.3569,0.2191,0.1886,0.2661,0.1415
cg10767141,0.087,0.1565,0.0996,0.1075,0.1195,0.0883
cg04521510,0.0329,0.0759,0.0372,0.0259,0.0354,0.0361
cg10979436,0.0315,0.0524,0.0352,0.032,0.0387,0.0282
cg06046430,0.0123,0.0303,0.0155,0.0121,0.0186,0.0154
cg03477792,0.0469,0.059,0.043,0.0462,0.0529,0.0433
cg10548492,0.0547,0.083,0.0621,0.0509,0.0554,0.0651
cg09973284,0.0392,0.0746,0.051,0.0418,0.0562,0.0363
cg15697476,0.0529,0.1016,0.0472,0.0533,0.077,0.0482
cg09996288,0.0077,0.0147,0.0082,0.0098,0.0114,0.0074
cg17001689,0.014,0.0206,0.0204,0.0188,0.03,0.0134
cg02740950,0.0844,0.0879,0.0871,0.0815,0.1003,0.0802
cg21698185,0.019,0.1852,0.0249,0.0194,0.0405,0.0096
cg15550435,0.0326,0.0308,0.0603,0.0461,0.085,0.0313
cg02387326,0.0653,0.144,0.0901,0.0742,0.1096,0.0654
cg26958524,0.0492,0.105,0.0654,0.0538,0.0699,0.0449
cg11165158,0.0694,0.1812,0.1291,0.0772,0.1559,0.0685
cg14609025,0.0095,0.0465,0.0159,0.0106,0.0266,0.0105
cg05401764,0.0026,0.0018,0.0024,0.002,0.0049,0.0023
cg26990102,0.0468,0.1102,0.0737,0.0713,0.0953,0.0454
cg27182106,0.0151,0.06,0.1192,0.0569,0.1257,0.0186
cg08382235,0.0048,0.0122,0.0073,0.0077,0.0098,0.0047
cg05472468,0.0157,0.035,0.0318,0.0184,0.0659,0.0139
cg01490094,0.048,0.0953,0.0972,0.0646,0.1315,0.0486
cg22747076,0.0393,0.0476,0.0628,0.0491,0.071,0.0288
cg11104418,0.0103,0.0145,0.0115,0.0167,0.0135,0.011
cg23166970,0.0243,0.0498,0.0861,0.0987,0.0824,0.0258
cg03344955,0.0426,0.0621,0.1604,0.1396,0.1903,0.0469
cg18351406,0.0543,0.0665,0.093,0.0466,0.0828,0.0523
cg25916282,0.0374,0.0823,0.0563,0.0389,0.0773,0.034
cg18944451,0.0801,0.1165,0.0889,0.0701,0.0966,0.0723
cg14204784,0.0428,0.1207,0.0957,0.0409,0.1085,0.05
cg15141467,0.0131,0.0191,0.0175,0.0131,0.0154,0.0183
cg00585901,0.0114,0.011,0.0134,0.0103,0.0108,0.0152
cg10072309,0.0135,0.0136,0.0179,0.0184,0.0142,0.0145
cg01697719,0.0064,0.0516,0.0098,0.0071,0.0103,0.0063
cg16879247,0.0278,0.0235,0.0335,0.0349,0.0295,0.0217
cg13506653,0.0078,0.0106,0.0053,0.005,0.0149,0.0081
cg21905630,0.0508,0.0669,0.0794,0.0508,0.0818,0.0442
cg21434530,0.0412,0.1736,0.0898,0.0372,0.1369,0.0403
cg24685134,0.0193,0.0402,0.0093,0.006,0.012,0.0137
cg04871778,0.0587,0.0775,0.0598,0.0476,0.056,0.0442
cg14063191,0.047,0.0529,0.0539,0.0409,0.0468,0.0478
cg14914822,0.0307,0.2354,0.1654,0.0872,0.3139,0.0258
cg14836636,0.034,0.0528,0.0242,0.0244,0.0214,0.0189
cg26956371,0.021,0.079,0.0518,0.023,0.0391,0.0212
cg00862376,0.0756,0.1082,0.0835,0.0714,0.0997,0.0658
cg05951084,0.0944,0.153,0.1178,0.0931,0.1457,0.0911
cg08522676,0.1036,0.1508,0.1273,0.0967,0.1445,0.0993
cg14377596,0.0074,0.01,0.0105,0.0056,0.0122,0.0086
cg10102418,0.0452,0.0581,0.0579,0.05,0.0503,0.0446
cg27509306,0.0553,0.0781,0.0713,0.0536,0.0589,0.051
cg05458052,0.0604,0.0842,0.0819,0.0828,0.0988,0.0545
cg00588920,0.019,0.027,0.0335,0.022,0.0574,0.0145
cg19818998,0.03,0.0356,0.0451,0.0343,0.047,0.0275
cg12426196,0.0275,0.0376,0.0268,0.0284,0.027,0.024
cg13906823,0.0356,0.0589,0.0529,0.0384,0.0498,0.0403
cg24161057,0.022,0.0221,0.0265,0.0201,0.0221,0.0227
cg23156348,0.0294,0.061,0.0572,0.03,0.042,0.031
cg08811314,0.0609,0.0736,0.0898,0.0582,0.1196,0.0546
cg19807376,0.081,0.0713,0.058,0.0732,0.0611,0.0653
cg21460606,0.0253,0.0372,0.0279,0.0377,0.0398,0.0269
cg26997880,0.1799,0.1996,0.2009,0.188,0.2034,0.1887
cg11823230,0.088,0.122,0.0995,0.098,0.122,0.09
cg05483184,0.0696,0.0804,0.0674,0.0782,0.0781,0.0712
cg10515048,0.0219,0.0325,0.1348,0.04,0.1561,0.0294
cg12378888,0.015,0.052,0.0165,0.0122,0.0241,0.01
cg12855166,0.0058,0.006,0.006,0.004,0.004,0.0038
cg07602980,0.0093,0.0365,0.0256,0.0111,0.0396,0.0095
cg15472784,0.0029,0.0063,0.0204,0.0064,0.0452,0.0048
cg25823419,0.0033,0.0038,0.0037,0.0042,0.0044,0.0047
cg09130077,0.0179,0.0416,0.0201,0.0156,0.0136,0.0181
cg11090364,0.0161,0.0312,0.0215,0.0255,0.0207,0.0169
cg18479972,0.0898,0.117,0.0967,0.0846,0.0887,0.0889
cg05064297,0.0022,0.0038,0.0052,0.0068,0.0046,0.0042
cg21915647,0.0211,0.028,0.0259,0.0219,0.0229,0.0245
cg08063125,0.0074,0.053,0.021,0.0083,0.0545,0.0075
cg24626312,0.003,0.0044,0.01,0.0037,0.0023,0.005
cg10153335,0.0322,0.0349,0.0384,0.0348,0.034,0.0294
cg02293936,0.0505,0.0389,0.0395,0.0381,0.0444,0.0446
cg18780412,0.0094,0.0394,0.009,0.0077,0.0197,0.0067
cg13668618,0.0099,0.0285,0.0544,0.0177,0.0868,0.028
cg12961842,0.0123,0.0414,0.0788,0.018,0.1364,0.0373
cg11788523,0.155,0.1725,0.2533,0.151,0.2933,0.1592
cg21444693,0.1397,0.1476,0.2656,0.1392,0.3147,0.1513
cg15060012,0.1285,0.1579,0.2637,0.1475,0.3393,0.1452
cg02147695,0.0162,0.0451,0.0238,0.0152,0.0214,0.0151
cg07035515,0.0332,0.0683,0.0567,0.0386,0.0508,0.0434
cg09152886,0.0116,0.0265,0.0162,0.0125,0.0176,0.011
cg25717994,0.0292,0.0824,0.0529,0.0386,0.063,0.0239
cg23494140,0.0142,0.0372,0.0167,0.0084,0.0234,0.0078
cg21087137,0.0044,0.0162,0.0159,0.006,0.0263,0.0063
cg24234651,0.0072,0.0455,0.0392,0.012,0.0732,0.006
cg02818811,0.0061,0.0072,0.007,0.0069,0.0067,0.0037
cg08873805,0.016,0.0926,0.0248,0.0173,0.033,0.0156
cg01145430,0.0149,0.019,0.0268,0.0147,0.0167,0.021
cg11431346,0.0481,0.0505,0.0559,0.0503,0.0628,0.044
cg04932544,0.0099,0.0301,0.0117,0.0123,0.0166,0.0119
cg02401399,0.0076,0.0335,0.0248,0.0131,0.0331,0.01
cg20973720,0.0148,0.0655,0.0219,0.0147,0.0445,0.0106
cg11623922,0.0092,0.0279,0.017,0.0138,0.023,0.0136
cg17438737,0.0824,0.0923,0.0985,0.0827,0.1027,0.0857
cg24799187,0.0748,0.1085,0.1068,0.0856,0.1142,0.0821
cg18578405,0.0068,0.0549,0.0141,0.0082,0.0396,0.0073
cg04557544,0.0099,0.074,0.0152,0.0097,0.033,0.0068
cg02810156,0.0116,0.0096,0.0247,0.0091,0.0307,0.0143
cg01638592,0.0101,0.0352,0.0126,0.0114,0.0118,0.0091
cg04342092,0.0109,0.0166,0.0117,0.011,0.0176,0.0078
cg00800512,0.0717,0.0817,0.0838,0.0813,0.1114,0.0646
cg02653557,0.0627,0.0746,0.0751,0.07,0.086,0.0696
cg18435449,0.0772,0.0879,0.0952,0.0728,0.111,0.0762
cg02300154,0.0058,0.0538,0.009,0.0058,0.0276,0.0022
cg01366419,0.0635,0.162,0.0911,0.064,0.143,0.0547
cg23867997,0.012,0.0125,0.0125,0.0127,0.0132,0.0151
cg22310279,0.0362,0.1225,0.0727,0.0399,0.0927,0.0328
cg24236409,0.0111,0.0624,0.0196,0.0121,0.039,0.0074
cg19650157,0.0615,0.1431,0.0908,0.0604,0.1092,0.0479
cg10016380,0.0506,0.1107,0.0737,0.0564,0.0835,0.0428
cg12602112,0.0582,0.117,0.0768,0.0512,0.1013,0.0459
cg13434989,0.032,0.1049,0.058,0.0332,0.0701,0.0302
cg10088041,0.0084,0.0101,0.009,0.012,0.0103,0.0066
cg25908973,0.0067,0.0074,0.0082,0.0079,0.0095,0.0074
cg00645339,0.0065,0.0099,0.011,0.0086,0.0122,0.0089
cg15241920,0.0138,0.0294,0.0184,0.0158,0.015,0.0168
cg24757310,0.0058,0.0089,0.0173,0.0094,0.0191,0.0151
cg18158151,0.0498,0.0471,0.0584,0.0399,0.0449,0.0584
cg18577280,0.0034,0.0272,0.0056,0.005,0.0274,0.0039
cg00720475,0.0151,0.0286,0.0185,0.0139,0.0271,0.0142
cg06873316,0.0409,0.1173,0.0686,0.0424,0.0915,0.0333
cg14749465,0.0041,0.0278,0.0086,0.0059,0.0098,0.0017
cg15836635,0.0027,0.0292,0.0142,0.0059,0.0319,0.0042
cg03405515,0.0088,0.0096,0.0132,0.0097,0.0094,0.009
cg12060744,0.1469,0.1678,0.1602,0.1789,0.1729,0.1636
cg18579862,0.004,0.02,0.0114,0.0174,0.0322,0.0044
cg01046104,0.071,0.0948,0.0955,0.0931,0.1445,0.0672
cg18578405,0.0068,0.0549,0.0141,0.0082,0.0396,0.0073
cg04557544,0.0099,0.074,0.0152,0.0097,0.033,0.0068
cg02147695,0.0162,0.0451,0.0238,0.0152,0.0214,0.0151
cg07035515,0.0332,0.0683,0.0567,0.0386,0.0508,0.0434
cg09152886,0.0116,0.0265,0.0162,0.0125,0.0176,0.011
cg25717994,0.0292,0.0824,0.0529,0.0386,0.063,0.0239
cg23494140,0.0142,0.0372,0.0167,0.0084,0.0234,0.0078
cg17353354,0.0105,0.0456,0.0268,0.0144,0.0528,0.0128
cg25222014,0.0031,0.0075,0.0022,0.0043,0.0075,0.003
cg18565342,0.1061,0.1475,0.1219,0.1219,0.1469,0.1012
cg13668618,0.0099,0.0285,0.0544,0.0177,0.0868,0.028
cg12961842,0.0123,0.0414,0.0788,0.018,0.1364,0.0373
cg11788523,0.155,0.1725,0.2533,0.151,0.2933,0.1592
cg21444693,0.1397,0.1476,0.2656,0.1392,0.3147,0.1513
cg15060012,0.1285,0.1579,0.2637,0.1475,0.3393,0.1452
cg15542798,0.0051,0.0046,0.0069,0.0048,0.008,0.0046
cg15708153,0.0072,0.0183,0.0121,0.0103,0.0428,0.0059
cg18787401,0.0037,0.0138,0.0056,0.0085,0.0226,0.0039
cg26309134,0.0521,0.0647,0.0588,0.0476,0.0819,0.0486
cg16007456,0.011,0.0254,0.0103,0.0069,0.0143,0.0081
cg03131298,0.0053,0.0508,0.0068,0.0045,0.0122,0.0039
cg01450705,0.0068,0.0191,0.0112,0.0156,0.0188,0.007
cg16328106,0.0137,0.0232,0.0272,0.019,0.0208,0.029
cg05037927,0.0479,0.05,0.0679,0.0513,0.0588,0.073
cg19790321,0.0611,0.0662,0.1042,0.0707,0.0902,0.098
cg10088041,0.0084,0.0101,0.009,0.012,0.0103,0.0066
cg25908973,0.0067,0.0074,0.0082,0.0079,0.0095,0.0074
cg00645339,0.0065,0.0099,0.011,0.0086,0.0122,0.0089
cg06179060,0.0139,0.0289,0.0219,0.0138,0.0207,0.0142
cg26230285,0.0073,0.0698,0.0098,0.0057,0.0104,0.006
cg03419058,0.0207,0.1014,0.023,0.0154,0.0285,0.0186
cg20124450,0.0105,0.0809,0.0116,0.0099,0.0166,0.0083
cg16389285,0.0105,0.0601,0.0116,0.0117,0.0149,0.0101
cg22113930,0.0205,0.0985,0.03,0.0286,0.0232,0.0298
cg25936054,0.009,0.0566,0.0138,0.0103,0.0172,0.0098
cg04704053,0.0051,0.0636,0.0068,0.0069,0.0139,0.0047
cg02510267,0.0056,0.0349,0.0105,0.0062,0.0129,0.0063
cg24463006,0.0052,0.0036,0.0046,0.0049,0.0038,0.0042
cg04422150,0.0056,0.0231,0.0051,0.0061,0.0122,0.0038
cg09130077,0.0179,0.0416,0.0201,0.0156,0.0136,0.0181
cg11090364,0.0161,0.0312,0.0215,0.0255,0.0207,0.0169
cg18479972,0.0898,0.117,0.0967,0.0846,0.0887,0.0889
cg07544038,0.0076,0.0147,0.0228,0.0108,0.0351,0.0114
cg21790626,0.0157,0.0258,0.0183,0.0227,0.032,0.0156
cg27049766,0.0818,0.0666,0.0753,0.0618,0.0995,0.0723
cg03897712,0.0102,0.0161,0.04,0.0164,0.0536,0.0088
cg19704726,0.0034,0.0033,0.0052,0.0035,0.006,0.0025
cg19818764,0.0172,0.0144,0.019,0.0173,0.0161,0.0156
cg26230285,0.0073,0.0698,0.0098,0.0057,0.0104,0.006
cg03419058,0.0207,0.1014,0.023,0.0154,0.0285,0.0186
cg20124450,0.0105,0.0809,0.0116,0.0099,0.0166,0.0083
cg16389285,0.0105,0.0601,0.0116,0.0117,0.0149,0.0101
cg22113930,0.0205,0.0985,0.03,0.0286,0.0232,0.0298
cg14907769,0.0705,0.1826,0.1634,0.095,0.2317,0.0758
cg10826197,0.012,0.0248,0.0214,0.0177,0.0227,0.0139
cg11423323,0.0051,0.0296,0.0091,0.0065,0.0106,0.0054
cg15315157,0.1234,0.216,0.1658,0.1274,0.1814,0.1187
cg02327501,0.0075,0.0192,0.011,0.0088,0.0138,0.0058
cg15480367,0.2116,0.3145,0.2696,0.2165,0.3007,0.1967
cg25820699,0.0307,0.0757,0.0511,0.0184,0.0511,0.0258
cg10148473,0.0715,0.1581,0.1034,0.0832,0.1336,0.0714
cg18448581,0.0138,0.1533,0.0196,0.0292,0.1218,0.0036
cg10924691,0.0066,0.0096,0.014,0.0108,0.0098,0.0121
cg07700514,0.0029,0.0085,0.008,0.004,0.0324,0.0026
cg02667667,0.0084,0.0064,0.0107,0.0085,0.0202,0.0021
cg19047292,0.0168,0.0293,0.0248,0.019,0.0477,0.0216
cg00246932,0.0147,0.0107,0.013,0.0144,0.0236,0.0171
cg08808128,0.0077,0.0127,0.0128,0.0161,0.0124,0.0174
cg13912117,0.0099,0.1202,0.0368,0.0103,0.0606,0.0096
cg18845189,0.0122,0.0235,0.0158,0.0127,0.0176,0.0133
cg13122377,0.0724,0.1485,0.1706,0.0608,0.2035,0.0393
cg16635314,0.006,0.0899,0.027,0.009,0.0726,0.0038
cg12919520,0.0235,0.1282,0.0492,0.0292,0.084,0.0248
cg27553667,0.0294,0.1218,0.0683,0.0328,0.0941,0.028
cg25467973,0.0254,0.0385,0.0356,0.0345,0.0482,0.0278
cg07700514,0.0029,0.0085,0.008,0.004,0.0324,0.0026
cg02667667,0.0084,0.0064,0.0107,0.0085,0.0202,0.0021
cg00246932,0.0147,0.0107,0.013,0.0144,0.0236,0.0171
cg16400492,0.021,0.1335,0.0542,0.0177,0.0864,0.0127
cg23026864,0.0653,0.215,0.1397,0.0832,0.1607,0.0628
cg23953697,0.0144,0.1165,0.0381,0.0132,0.0658,0.0077
cg02004641,0.0141,0.0848,0.0296,0.0138,0.042,0.0152
cg02105519,0.009,0.089,0.0216,0.0085,0.0454,0.0054
cg18902090,0.1049,0.2191,0.1717,0.1098,0.2005,0.0912
cg13463054,0.0053,0.0269,0.0087,0.0064,0.0119,0.0046
cg16966815,0.038,0.0608,0.0399,0.0356,0.0442,0.0354
cg13823136,0.0311,0.0683,0.0418,0.039,0.0585,0.0353
cg06201642,0.0662,0.1051,0.0846,0.0686,0.0878,0.0696
cg10088041,0.0084,0.0101,0.009,0.012,0.0103,0.0066
cg25908973,0.0067,0.0074,0.0082,0.0079,0.0095,0.0074
cg00645339,0.0065,0.0099,0.011,0.0086,0.0122,0.0089
cg11433319,0.0058,0.0703,0.0248,0.0075,0.0617,0.0074
cg23739994,0.007,0.0336,0.0119,0.0085,0.0188,0.0103
cg22638597,0.005,0.0642,0.0166,0.0075,0.0204,0.0067
cg09891129,0.0415,0.1208,0.0616,0.0434,0.0806,0.0397
cg09657963,0.003,0.0209,0.0063,0.0033,0.0096,0.0039
cg21077559,0.0064,0.068,0.0051,0.0056,0.0043,0.0035
cg05396987,0.0529,0.1296,0.0709,0.0564,0.0596,0.0513
